id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,pendidikan,jumlah_pengangguran,satuan,tahun
622,32,JAWA BARAT,3201,KABUPATEN BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,13890.0,ORANG,2017
623,32,JAWA BARAT,3201,KABUPATEN BOGOR,SD,34129.0,ORANG,2017
624,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMP,43728.0,ORANG,2017
625,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMA,136428.0,ORANG,2017
626,32,JAWA BARAT,3201,KABUPATEN BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,20193.0,ORANG,2017
627,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7282.0,ORANG,2017
628,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SD,21197.0,ORANG,2017
629,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMP,30464.0,ORANG,2017
630,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMA,23682.0,ORANG,2017
631,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3389.0,ORANG,2017
632,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2017
633,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SD,28135.0,ORANG,2017
634,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMP,27977.0,ORANG,2017
635,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMA,36965.0,ORANG,2017
636,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2023.0,ORANG,2017
637,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2017
638,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SD,3906.0,ORANG,2017
639,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMP,11456.0,ORANG,2017
640,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMA,42793.0,ORANG,2017
641,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6518.0,ORANG,2017
642,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2017
643,32,JAWA BARAT,3205,KABUPATEN GARUT,SD,8844.0,ORANG,2017
644,32,JAWA BARAT,3205,KABUPATEN GARUT,SMP,23860.0,ORANG,2017
645,32,JAWA BARAT,3205,KABUPATEN GARUT,SMA,49423.0,ORANG,2017
646,32,JAWA BARAT,3205,KABUPATEN GARUT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6984.0,ORANG,2017
647,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1413.0,ORANG,2017
648,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SD,10802.0,ORANG,2017
649,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMP,25885.0,ORANG,2017
650,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMA,13696.0,ORANG,2017
651,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2104.0,ORANG,2017
652,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2017
653,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SD,8283.0,ORANG,2017
654,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMP,10833.0,ORANG,2017
655,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMA,13693.0,ORANG,2017
656,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2017
657,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2687.0,ORANG,2017
658,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SD,5782.0,ORANG,2017
659,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMP,9197.0,ORANG,2017
660,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMA,16287.0,ORANG,2017
661,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2750.0,ORANG,2017
662,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,12453.0,ORANG,2017
663,32,JAWA BARAT,3209,KABUPATEN CIREBON,SD,17648.0,ORANG,2017
664,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMP,16503.0,ORANG,2017
665,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMA,42051.0,ORANG,2017
666,32,JAWA BARAT,3209,KABUPATEN CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5007.0,ORANG,2017
667,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1315.0,ORANG,2017
668,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SD,9109.0,ORANG,2017
669,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMP,9317.0,ORANG,2017
670,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMA,10372.0,ORANG,2017
671,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2017
672,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2399.0,ORANG,2017
673,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SD,5300.0,ORANG,2017
674,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMP,10013.0,ORANG,2017
675,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMA,20024.0,ORANG,2017
676,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1242.0,ORANG,2017
677,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,6447.0,ORANG,2017
678,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SD,23045.0,ORANG,2017
679,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMP,16883.0,ORANG,2017
680,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMA,23344.0,ORANG,2017
681,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,792.0,ORANG,2017
682,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,6811.0,ORANG,2017
683,32,JAWA BARAT,3213,KABUPATEN SUBANG,SD,14921.0,ORANG,2017
684,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMP,17385.0,ORANG,2017
685,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMA,26870.0,ORANG,2017
686,32,JAWA BARAT,3213,KABUPATEN SUBANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3371.0,ORANG,2017
687,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3325.0,ORANG,2017
688,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SD,6933.0,ORANG,2017
689,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMP,9065.0,ORANG,2017
690,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMA,19600.0,ORANG,2017
691,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,447.0,ORANG,2017
692,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7430.0,ORANG,2017
693,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SD,7026.0,ORANG,2017
694,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMP,31094.0,ORANG,2017
695,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMA,57059.0,ORANG,2017
696,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4108.0,ORANG,2017
697,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,5786.0,ORANG,2017
698,32,JAWA BARAT,3216,KABUPATEN BEKASI,SD,22535.0,ORANG,2017
699,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMP,32412.0,ORANG,2017
700,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMA,104268.0,ORANG,2017
701,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,7411.0,ORANG,2017
702,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7972.0,ORANG,2017
703,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SD,15316.0,ORANG,2017
704,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMP,10663.0,ORANG,2017
705,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMA,29213.0,ORANG,2017
706,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5946.0,ORANG,2017
707,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,375.0,ORANG,2017
708,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SD,1312.0,ORANG,2017
709,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMP,2050.0,ORANG,2017
710,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMA,3541.0,ORANG,2017
711,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,863.0,ORANG,2017
712,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,5872.0,ORANG,2017
713,32,JAWA BARAT,3271,KOTA BOGOR,SD,6134.0,ORANG,2017
714,32,JAWA BARAT,3271,KOTA BOGOR,SMP,7007.0,ORANG,2017
715,32,JAWA BARAT,3271,KOTA BOGOR,SMA,22819.0,ORANG,2017
716,32,JAWA BARAT,3271,KOTA BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5606.0,ORANG,2017
717,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,254.0,ORANG,2017
718,32,JAWA BARAT,3272,KOTA SUKABUMI,SD,811.0,ORANG,2017
719,32,JAWA BARAT,3272,KOTA SUKABUMI,SMP,2893.0,ORANG,2017
720,32,JAWA BARAT,3272,KOTA SUKABUMI,SMA,6701.0,ORANG,2017
721,32,JAWA BARAT,3272,KOTA SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,717.0,ORANG,2017
722,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2892.0,ORANG,2017
723,32,JAWA BARAT,3273,KOTA BANDUNG,SD,6512.0,ORANG,2017
724,32,JAWA BARAT,3273,KOTA BANDUNG,SMP,18380.0,ORANG,2017
725,32,JAWA BARAT,3273,KOTA BANDUNG,SMA,42946.0,ORANG,2017
726,32,JAWA BARAT,3273,KOTA BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,32139.0,ORANG,2017
727,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1693.0,ORANG,2017
728,32,JAWA BARAT,3274,KOTA CIREBON,SD,2957.0,ORANG,2017
729,32,JAWA BARAT,3274,KOTA CIREBON,SMP,2610.0,ORANG,2017
730,32,JAWA BARAT,3274,KOTA CIREBON,SMA,6202.0,ORANG,2017
731,32,JAWA BARAT,3274,KOTA CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1106.0,ORANG,2017
732,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2223.0,ORANG,2017
733,32,JAWA BARAT,3275,KOTA BEKASI,SD,9760.0,ORANG,2017
734,32,JAWA BARAT,3275,KOTA BEKASI,SMP,16099.0,ORANG,2017
735,32,JAWA BARAT,3275,KOTA BEKASI,SMA,66698.0,ORANG,2017
736,32,JAWA BARAT,3275,KOTA BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,35474.0,ORANG,2017
737,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3467.0,ORANG,2017
738,32,JAWA BARAT,3276,KOTA DEPOK,SD,2284.0,ORANG,2017
739,32,JAWA BARAT,3276,KOTA DEPOK,SMP,4595.0,ORANG,2017
740,32,JAWA BARAT,3276,KOTA DEPOK,SMA,46670.0,ORANG,2017
741,32,JAWA BARAT,3276,KOTA DEPOK,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,19009.0,ORANG,2017
742,32,JAWA BARAT,3277,KOTA CIMAHI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1066.0,ORANG,2017
743,32,JAWA BARAT,3277,KOTA CIMAHI,SD,3933.0,ORANG,2017
744,32,JAWA BARAT,3277,KOTA CIMAHI,SMP,4758.0,ORANG,2017
745,32,JAWA BARAT,3277,KOTA CIMAHI,SMA,12254.0,ORANG,2017
746,32,JAWA BARAT,3277,KOTA CIMAHI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3022.0,ORANG,2017
747,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,562.0,ORANG,2017
748,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SD,3927.0,ORANG,2017
749,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMP,2213.0,ORANG,2017
750,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMA,10990.0,ORANG,2017
751,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3786.0,ORANG,2017
752,32,JAWA BARAT,3279,KOTA BANJAR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,232.0,ORANG,2017
753,32,JAWA BARAT,3279,KOTA BANJAR,SD,848.0,ORANG,2017
754,32,JAWA BARAT,3279,KOTA BANJAR,SMP,763.0,ORANG,2017
755,32,JAWA BARAT,3279,KOTA BANJAR,SMA,3400.0,ORANG,2017
756,32,JAWA BARAT,3279,KOTA BANJAR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,94.0,ORANG,2017
757,32,JAWA BARAT,3201,KABUPATEN BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,5823.0,ORANG,2018
758,32,JAWA BARAT,3201,KABUPATEN BOGOR,SD,42658.0,ORANG,2018
759,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMP,43485.0,ORANG,2018
760,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMA,136782.0,ORANG,2018
761,32,JAWA BARAT,3201,KABUPATEN BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,25842.0,ORANG,2018
762,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3548.0,ORANG,2018
763,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SD,23013.0,ORANG,2018
764,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMP,17927.0,ORANG,2018
765,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMA,39648.0,ORANG,2018
766,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2429.0,ORANG,2018
767,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2541.0,ORANG,2018
768,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SD,30121.0,ORANG,2018
769,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMP,29035.0,ORANG,2018
770,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMA,34936.0,ORANG,2018
771,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3014.0,ORANG,2018
772,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,4573.0,ORANG,2018
773,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SD,13934.0,ORANG,2018
774,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMP,18458.0,ORANG,2018
775,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMA,39063.0,ORANG,2018
776,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6912.0,ORANG,2018
777,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2414.0,ORANG,2018
778,32,JAWA BARAT,3205,KABUPATEN GARUT,SD,17657.0,ORANG,2018
779,32,JAWA BARAT,3205,KABUPATEN GARUT,SMP,15770.0,ORANG,2018
780,32,JAWA BARAT,3205,KABUPATEN GARUT,SMA,41596.0,ORANG,2018
781,32,JAWA BARAT,3205,KABUPATEN GARUT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2018
782,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,679.0,ORANG,2018
783,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SD,13110.0,ORANG,2018
784,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMP,8277.0,ORANG,2018
785,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMA,32751.0,ORANG,2018
786,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1929.0,ORANG,2018
787,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2018
788,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SD,4526.0,ORANG,2018
789,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMP,9067.0,ORANG,2018
790,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMA,13185.0,ORANG,2018
791,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1367.0,ORANG,2018
792,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,481.0,ORANG,2018
793,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SD,7340.0,ORANG,2018
794,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMP,6851.0,ORANG,2018
795,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMA,21418.0,ORANG,2018
796,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6645.0,ORANG,2018
797,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7665.0,ORANG,2018
798,32,JAWA BARAT,3209,KABUPATEN CIREBON,SD,24458.0,ORANG,2018
799,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMP,28461.0,ORANG,2018
800,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMA,39991.0,ORANG,2018
801,32,JAWA BARAT,3209,KABUPATEN CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4609.0,ORANG,2018
802,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1160.0,ORANG,2018
803,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SD,5277.0,ORANG,2018
804,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMP,6389.0,ORANG,2018
805,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMA,16192.0,ORANG,2018
806,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,782.0,ORANG,2018
807,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1019.0,ORANG,2018
808,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SD,7282.0,ORANG,2018
809,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMP,8412.0,ORANG,2018
810,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMA,23062.0,ORANG,2018
811,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1489.0,ORANG,2018
812,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,6944.0,ORANG,2018
813,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SD,23236.0,ORANG,2018
814,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMP,9850.0,ORANG,2018
815,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMA,29410.0,ORANG,2018
816,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1396.0,ORANG,2018
817,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,4465.0,ORANG,2018
818,32,JAWA BARAT,3213,KABUPATEN SUBANG,SD,9975.0,ORANG,2018
819,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMP,18380.0,ORANG,2018
820,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMA,31512.0,ORANG,2018
821,32,JAWA BARAT,3213,KABUPATEN SUBANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3067.0,ORANG,2018
822,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2858.0,ORANG,2018
823,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SD,4812.0,ORANG,2018
824,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMP,3419.0,ORANG,2018
825,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMA,30582.0,ORANG,2018
826,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1728.0,ORANG,2018
827,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2360.0,ORANG,2018
828,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SD,13405.0,ORANG,2018
829,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMP,19488.0,ORANG,2018
830,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMA,63653.0,ORANG,2018
831,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3232.0,ORANG,2018
832,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,8768.0,ORANG,2018
833,32,JAWA BARAT,3216,KABUPATEN BEKASI,SD,12433.0,ORANG,2018
834,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMP,26990.0,ORANG,2018
835,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMA,104608.0,ORANG,2018
836,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5192.0,ORANG,2018
837,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3729.0,ORANG,2018
838,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SD,12785.0,ORANG,2018
839,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMP,12036.0,ORANG,2018
840,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMA,30211.0,ORANG,2018
